Model,MAE_Train,MSE_Train,RMSE_Train,R2_Train,MAE_Val,MSE_Val,RMSE_Val,R2_Val,MAE_Test,MSE_Test,RMSE_Test,R2_Test
LinearRegression_SKLearn,2.9628329079771283,17.670694496488988,4.203652518523503,0.40621419312438556,4.675269119218516,33.035944939404395,5.7476904004482,0.1277993676363247,5.043197463943167,40.60525002061095,6.372224887793192,-0.5449492309512207
