Model,MAE_Train,MSE_Train,RMSE_Train,R2_Train,MAE_Val,MSE_Val,RMSE_Val,R2_Val,MAE_Test,MSE_Test,RMSE_Test,R2_Test
LinearRegression_SKLearn,3.9577508606874243,24.08775103316734,4.907927366329634,0.2891149900667622,4.065211956989433,26.259569147992153,5.124409151111195,0.19351855229982673,4.416194863650433,28.355417753151364,5.3249805401664485,0.19321712132731794
