Model,MAE_Train,MSE_Train,RMSE_Train,R2_Train,MAE_Val,MSE_Val,RMSE_Val,R2_Val,MAE_Test,MSE_Test,RMSE_Test,R2_Test,Model_Path
LinearRegressionTorch,17.26496124267578,403.10882568359375,20.077570213638744,-15.109325408935547,15.527549743652344,349.4296875,18.69303847693039,-10.412824630737305,16.92422866821289,369.416748046875,19.2202171696075,-11.531271934509277,/home/anodi108/Desktop/project/Do_An_Tot_Nghiep/DATN_PhamDangDong/DATN_PhamDangDong/resource/data/model/model_train/LinearRegressionTorch.pt
