Model,MAE_Train,MSE_Train,RMSE_Train,R2_Train,MAE_Val,MSE_Val,RMSE_Val,R2_Val,MAE_Test,MSE_Test,RMSE_Test,R2_Test,Model_Path
RandomForestSklearn,0.04052904564315396,0.058528941908713876,0.24192755508357017,0.9978722152859635,0.08385093167701933,0.21739937888198776,0.4662610630129732,0.991459698130107,0.12819875776397596,0.4303757763975151,0.6560303166756206,0.9850721029184332,/mnt/d/project/DATN/DATN_PhamDangDong/resource/data/model/model_train/RandomForestSklearn.joblib
