Model,MAE_Train,MSE_Train,RMSE_Train,R2_Train,MAE_Val,MSE_Val,RMSE_Val,R2_Val,MAE_Test,MSE_Test,RMSE_Test,R2_Test
LinearRegression_SKLearn,2.6296848349041304,10.529835564566593,3.244970811050015,0.028015178655391382,4.571121969920784,30.545606742218343,5.52680800663623,-0.7514682765033449,8.591761087785494,86.98565460836846,9.326610027677177,0.031771431340511413
